#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: EXEXM02_01_1997
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19971203 TO 19971231
#LOCATION: Exmouth 02
#Station Status:  Current
#Lat: -21.954861  Long: 114.140889
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LAT     which is   12.796   m below Benchmark   DMH 052   
#National Station ID:   62435 (ANTT)
#Site Description: Located in Exmouth marina.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00195,19971203.1200/
00197,19971203.1205/
00199,19971203.1210/
00201,19971203.1215/
00202,19971203.1220/
00204,19971203.1225/
00205,19971203.1230/
00206,19971203.1235/
00207,19971203.1240/
00209,19971203.1245/
00210,19971203.1250/
00211,19971203.1255/
00212,19971203.1300/
00212,19971203.1305/
00211,19971203.1310/
00211,19971203.1315/
00211,19971203.1320/
00211,19971203.1325/
00044,19971220.0845/
00044,19971220.0850/
00044,19971220.0855/
00045,19971220.0900/
00046,19971220.0905/
00048,19971220.0910/
00049,19971220.0915/
00050,19971220.0920/
00050,19971220.0925/
00051,19971220.0930/
00052,19971220.0935/
00053,19971220.0940/
00055,19971220.0945/
00058,19971220.0950/
00061,19971220.0955/
00064,19971220.1000/
00065,19971220.1005/
00066,19971220.1010/
00068,19971220.1015/
00070,19971220.1020/
00073,19971220.1025/
00076,19971220.1030/
00078,19971220.1035/
00081,19971220.1040/
00084,19971220.1045/
00087,19971220.1050/
00090,19971220.1055/
00093,19971220.1100/
00095,19971220.1105/
00098,19971220.1110/
00101,19971220.1115/
00104,19971220.1120/
00108,19971220.1125/
00111,19971220.1130/
00114,19971220.1135/
00117,19971220.1140/
00120,19971220.1145/
00124,19971220.1150/
00127,19971220.1155/
00131,19971220.1200/
00134,19971220.1205/
00138,19971220.1210/
00141,19971220.1215/
00143,19971220.1220/
00146,19971220.1225/
00148,19971220.1230/
00150,19971220.1235/
00153,19971220.1240/
00156,19971220.1245/
00159,19971220.1250/
00162,19971220.1255/
00166,19971220.1300/
00168,19971220.1305/
00170,19971220.1310/
00172,19971220.1315/
00174,19971220.1320/
00177,19971220.1325/
00180,19971220.1330/
00181,19971220.1335/
00183,19971220.1340/
00185,19971220.1345/
00186,19971220.1350/
00188,19971220.1355/
00189,19971220.1400/
00190,19971220.1405/
00191,19971220.1410/
00193,19971220.1415/
00194,19971220.1420/
00195,19971220.1425/
00196,19971220.1430/
00196,19971220.1435/
00197,19971220.1440/
00197,19971220.1445/
00198,19971220.1450/
00198,19971220.1455/
00199,19971220.1500/
00199,19971220.1505/
00199,19971220.1510/
00199,19971220.1515/
00198,19971220.1520/
00198,19971220.1525/
00198,19971220.1530/
00197,19971220.1535/
00196,19971220.1540/
00196,19971220.1545/
00195,19971220.1550/
00194,19971220.1555/
00194,19971220.1600/
00192,19971220.1605/
00190,19971220.1610/
00189,19971220.1615/
00187,19971220.1620/
00185,19971220.1625/
00184,19971220.1630/
00182,19971220.1635/
00180,19971220.1640/
00179,19971220.1645/
00177,19971220.1650/
00175,19971220.1655/
00173,19971220.1700/
00170,19971220.1705/
00167,19971220.1710/
00165,19971220.1715/
00162,19971220.1720/
00160,19971220.1725/
00158,19971220.1730/
00155,19971220.1735/
00152,19971220.1740/
00149,19971220.1745/
00146,19971220.1750/
00143,19971220.1755/
00140,19971220.1800/
00137,19971220.1805/
00135,19971220.1810/
00132,19971220.1815/
00129,19971220.1820/
00127,19971220.1825/
00125,19971220.1830/
00123,19971220.1835/
00121,19971220.1840/
00119,19971220.1845/
00116,19971220.1850/
00113,19971220.1855/
00111,19971220.1900/
00109,19971220.1905/
00107,19971220.1910/
00106,19971220.1915/
00104,19971220.1920/
00102,19971220.1925/
00101,19971220.1930/
00099,19971220.1935/
00098,19971220.1940/
00097,19971220.1945/
00096,19971220.1950/
00095,19971220.1955/
00094,19971220.2000/
00093,19971220.2005/
00092,19971220.2010/
00092,19971220.2015/
00091,19971220.2020/
00090,19971220.2025/
00090,19971220.2030/
00090,19971220.2035/
00091,19971220.2040/
00091,19971220.2045/
00092,19971220.2050/
00092,19971220.2055/
00093,19971220.2100/
00093,19971220.2105/
00093,19971220.2110/
00094,19971220.2115/
00094,19971220.2120/
00095,19971220.2125/
00096,19971220.2130/
00097,19971220.2135/
00098,19971220.2140/
00100,19971220.2145/
00102,19971220.2150/
00104,19971220.2155/
00106,19971220.2200/
00107,19971220.2205/
00108,19971220.2210/
00109,19971220.2215/
00111,19971220.2220/
00113,19971220.2225/
00115,19971220.2230/
00117,19971220.2235/
00119,19971220.2240/
00121,19971220.2245/
00122,19971220.2250/
00124,19971220.2255/
00126,19971220.2300/
00128,19971220.2305/
00131,19971220.2310/
00134,19971220.2315/
00136,19971220.2320/
00138,19971220.2325/
00140,19971220.2330/
00143,19971220.2335/
00145,19971220.2340/
00148,19971220.2345/
00149,19971220.2350/
00151,19971220.2355/
00153,19971221.0000/
00155,19971221.0005/
00157,19971221.0010/
00160,19971221.0015/
00162,19971221.0020/
00164,19971221.0025/
00166,19971221.0030/
00168,19971221.0035/
00169,19971221.0040/
00171,19971221.0045/
00173,19971221.0050/
00175,19971221.0055/
00177,19971221.0100/
00178,19971221.0105/
00180,19971221.0110/
00181,19971221.0115/
00182,19971221.0120/
00183,19971221.0125/
00185,19971221.0130/
00186,19971221.0135/
00188,19971221.0140/
00189,19971221.0145/
00190,19971221.0150/
00191,19971221.0155/
00192,19971221.0200/
00192,19971221.0205/
00192,19971221.0210/
00193,19971221.0215/
00193,19971221.0220/
00193,19971221.0225/
00194,19971221.0230/
00194,19971221.0235/
00194,19971221.0240/
00194,19971221.0245/
00194,19971221.0250/
00194,19971221.0255/
00194,19971221.0300/
00193,19971221.0305/
00193,19971221.0310/
00193,19971221.0315/
00192,19971221.0320/
00191,19971221.0325/
00191,19971221.0330/
00189,19971221.0335/
00188,19971221.0340/
00187,19971221.0345/
00185,19971221.0350/
00183,19971221.0355/
00182,19971221.0400/
00181,19971221.0405/
00180,19971221.0410/
00180,19971221.0415/
00178,19971221.0420/
00176,19971221.0425/
00174,19971221.0430/
00172,19971221.0435/
00170,19971221.0440/
00168,19971221.0445/
00165,19971221.0450/
00162,19971221.0455/
00160,19971221.0500/
00157,19971221.0505/
00155,19971221.0510/
00153,19971221.0515/
00150,19971221.0520/
00148,19971221.0525/
00146,19971221.0530/
00144,19971221.0535/
00141,19971221.0540/
00138,19971221.0545/
00135,19971221.0550/
00131,19971221.0555/
00128,19971221.0600/
00126,19971221.0605/
00124,19971221.0610/
00122,19971221.0615/
00119,19971221.0620/
00116,19971221.0625/
00113,19971221.0630/
00110,19971221.0635/
00108,19971221.0640/
00106,19971221.0645/
00103,19971221.0650/
00101,19971221.0655/
00098,19971221.0700/
00096,19971221.0705/
00094,19971221.0710/
00092,19971221.0715/
00089,19971221.0720/
00087,19971221.0725/
00085,19971221.0730/
00084,19971221.0735/
00083,19971221.0740/
00082,19971221.0745/
00080,19971221.0750/
00078,19971221.0755/
00077,19971221.0800/
00075,19971221.0805/
00073,19971221.0810/
00072,19971221.0815/
00071,19971221.0820/
00071,19971221.0825/
00071,19971221.0830/
00070,19971221.0835/
00069,19971221.0840/
00068,19971221.0845/
00067,19971221.0850/
00067,19971221.0855/
00067,19971221.0900/
00066,19971221.0905/
00066,19971221.0910/
00067,19971221.0915/
00067,19971221.0920/
00067,19971221.0925/
00067,19971221.0930/
00068,19971221.0935/
00069,19971221.0940/
00070,19971221.0945/
00071,19971221.0950/
00072,19971221.0955/
00073,19971221.1000/
00073,19971221.1005/
00074,19971221.1010/
00076,19971221.1015/
00078,19971221.1020/
00080,19971221.1025/
00083,19971221.1030/
00085,19971221.1035/
00087,19971221.1040/
00089,19971221.1045/
00090,19971221.1050/
00092,19971221.1055/
00094,19971221.1100/
00096,19971221.1105/
00099,19971221.1110/
00101,19971221.1115/
00103,19971221.1120/
00105,19971221.1125/
00107,19971221.1130/
00109,19971221.1135/
00111,19971221.1140/
00114,19971221.1145/
00117,19971221.1150/
00120,19971221.1155/
00123,19971221.1200/
00126,19971221.1205/
00129,19971221.1210/
00132,19971221.1215/
00134,19971221.1220/
00136,19971221.1225/
00139,19971221.1230/
00141,19971221.1235/
00144,19971221.1240/
00147,19971221.1245/
00149,19971221.1250/
00152,19971221.1255/
00154,19971221.1300/
00156,19971221.1305/
00159,19971221.1310/
00161,19971221.1315/
00164,19971221.1320/
00167,19971221.1325/
00170,19971221.1330/
00172,19971221.1335/
00173,19971221.1340/
00175,19971221.1345/
00177,19971221.1350/
00179,19971221.1355/
00182,19971221.1400/
00184,19971221.1405/
00186,19971221.1410/
00188,19971221.1415/
00189,19971221.1420/
00189,19971221.1425/
00190,19971221.1430/
00192,19971221.1435/
00194,19971221.1440/
00196,19971221.1445/
00196,19971221.1450/
00196,19971221.1455/
00196,19971221.1500/
00196,19971221.1505/
00197,19971221.1510/
00198,19971221.1515/
00198,19971221.1520/
00199,19971221.1525/
00199,19971221.1530/
00199,19971221.1535/
00199,19971221.1540/
00200,19971221.1545/
00200,19971221.1550/
00200,19971221.1555/
00200,19971221.1600/
00198,19971221.1605/
00197,19971221.1610/
00196,19971221.1615/
00195,19971221.1620/
00195,19971221.1625/
00194,19971221.1630/
00193,19971221.1635/
00192,19971221.1640/
00191,19971221.1645/
00189,19971221.1650/
00188,19971221.1655/
00187,19971221.1700/
00185,19971221.1705/
00183,19971221.1710/
00182,19971221.1715/
00180,19971221.1720/
00178,19971221.1725/
00177,19971221.1730/
00175,19971221.1735/
00173,19971221.1740/
00171,19971221.1745/
00169,19971221.1750/
00167,19971221.1755/
00165,19971221.1800/
00163,19971221.1805/
00161,19971221.1810/
00159,19971221.1815/
00156,19971221.1820/
00153,19971221.1825/
00151,19971221.1830/
00148,19971221.1835/
00145,19971221.1840/
00143,19971221.1845/
00141,19971221.1850/
00139,19971221.1855/
00137,19971221.1900/
00135,19971221.1905/
00133,19971221.1910/
00131,19971221.1915/
00128,19971221.1920/
00126,19971221.1925/
00123,19971221.1930/
00121,19971221.1935/
00118,19971221.1940/
00117,19971221.1945/
00116,19971221.1950/
00115,19971221.1955/
00114,19971221.2000/
00112,19971221.2005/
00111,19971221.2010/
00109,19971221.2015/
00108,19971221.2020/
00107,19971221.2025/
00107,19971221.2030/
00106,19971221.2035/
00106,19971221.2040/
00106,19971221.2045/
00105,19971221.2050/
00104,19971221.2055/
00104,19971221.2100/
00103,19971221.2105/
00103,19971221.2110/
00104,19971221.2115/
00104,19971221.2120/
00104,19971221.2125/
00104,19971221.2130/
00105,19971221.2135/
00106,19971221.2140/
00108,19971221.2145/
00108,19971221.2150/
00109,19971221.2155/
00109,19971221.2200/
00109,19971221.2205/
00109,19971221.2210/
00110,19971221.2215/
00111,19971221.2220/
00112,19971221.2225/
00114,19971221.2230/
00115,19971221.2235/
00116,19971221.2240/
00118,19971221.2245/
00118,19971221.2250/
00119,19971221.2255/
00120,19971221.2300/
00121,19971221.2305/
00122,19971221.2310/
00124,19971221.2315/
00126,19971221.2320/
00128,19971221.2325/
00130,19971221.2330/
00131,19971221.2335/
00133,19971221.2340/
00134,19971221.2345/
00135,19971221.2350/
00136,19971221.2355/
00138,19971222.0000/
00139,19971222.0005/
00141,19971222.0010/
00143,19971222.0015/
00143,19971222.0020/
00144,19971222.0025/
00145,19971222.0030/
00147,19971222.0035/
00150,19971222.0040/
00152,19971222.0045/
00154,19971222.0050/
00156,19971222.0055/
00158,19971222.0100/
00160,19971222.0105/
00162,19971222.0110/
00164,19971222.0115/
00165,19971222.0120/
00166,19971222.0125/
00168,19971222.0130/
00170,19971222.0135/
00172,19971222.0140/
00174,19971222.0145/
00173,19971222.0150/
00172,19971222.0155/
00172,19971222.0200/
00174,19971222.0205/
00177,19971222.0210/
00179,19971222.0215/
00178,19971222.0220/
00177,19971222.0225/
00177,19971222.0230/
00178,19971222.0235/
00179,19971222.0240/
00181,19971222.0245/
00180,19971222.0250/
00180,19971222.0255/
00180,19971222.0300/
00180,19971222.0305/
00181,19971222.0310/
00182,19971222.0315/
00182,19971222.0320/
00181,19971222.0325/
00181,19971222.0330/
00180,19971222.0335/
00179,19971222.0340/
00179,19971222.0345/
00179,19971222.0350/
00179,19971222.0355/
00179,19971222.0400/
00178,19971222.0405/
00177,19971222.0410/
00176,19971222.0415/
00174,19971222.0420/
00173,19971222.0425/
00172,19971222.0430/
00170,19971222.0435/
00169,19971222.0440/
00169,19971222.0445/
00168,19971222.0450/
00168,19971222.0455/
00167,19971222.0500/
00164,19971222.0505/
00161,19971222.0510/
00158,19971222.0515/
00156,19971222.0520/
00154,19971222.0525/
00153,19971222.0530/
00151,19971222.0535/
00150,19971222.0540/
00149,19971222.0545/
00147,19971222.0550/
00145,19971222.0555/
00143,19971222.0600/
00141,19971222.0605/
00139,19971222.0610/
00138,19971222.0615/
00135,19971222.0620/
00133,19971222.0625/
00131,19971222.0630/
00129,19971222.0635/
00127,19971222.0640/
00125,19971222.0645/
00121,19971222.0650/
00118,19971222.0655/
00115,19971222.0700/
00114,19971222.0705/
00113,19971222.0710/
00113,19971222.0715/
00111,19971222.0720/
00109,19971222.0725/
00107,19971222.0730/
00105,19971222.0735/
00102,19971222.0740/
00100,19971222.0745/
00097,19971222.0750/
00095,19971222.0755/
00093,19971222.0800/
00092,19971222.0805/
00092,19971222.0810/
00092,19971222.0815/
00090,19971222.0820/
00088,19971222.0825/
00086,19971222.0830/
00084,19971222.0835/
00083,19971222.0840/
00082,19971222.0845/
00081,19971222.0850/
00081,19971222.0855/
00081,19971222.0900/
00081,19971222.0905/
00081,19971222.0910/
00082,19971222.0915/
00081,19971222.0920/
00080,19971222.0925/
00079,19971222.0930/
00078,19971222.0935/
00078,19971222.0940/
00078,19971222.0945/
00078,19971222.0950/
00079,19971222.0955/
00080,19971222.1000/
00081,19971222.1005/
00081,19971222.1010/
00082,19971222.1015/
00081,19971222.1020/
00081,19971222.1025/
00082,19971222.1030/
00083,19971222.1035/
00086,19971222.1040/
00088,19971222.1045/
00088,19971222.1050/
00089,19971222.1055/
00090,19971222.1100/
00092,19971222.1105/
00095,19971222.1110/
00098,19971222.1115/
00099,19971222.1120/
00099,19971222.1125/
00100,19971222.1130/
00102,19971222.1135/
00104,19971222.1140/
00106,19971222.1145/
00107,19971222.1150/
00109,19971222.1155/
00110,19971222.1200/
00112,19971222.1205/
00115,19971222.1210/
00117,19971222.1215/
00119,19971222.1220/
00122,19971222.1225/
00124,19971222.1230/
00127,19971222.1235/
00130,19971222.1240/
00133,19971222.1245/
00135,19971222.1250/
00137,19971222.1255/
00139,19971222.1300/
00141,19971222.1305/
00143,19971222.1310/
00146,19971222.1315/
00148,19971222.1320/
00151,19971222.1325/
00153,19971222.1330/
00155,19971222.1335/
00157,19971222.1340/
00160,19971222.1345/
00162,19971222.1350/
00165,19971222.1355/
00168,19971222.1400/
00169,19971222.1405/
00170,19971222.1410/
00171,19971222.1415/
00172,19971222.1420/
00174,19971222.1425/
00176,19971222.1430/
00176,19971222.1435/
00176,19971222.1440/
00178,19971222.1445/
00182,19971222.1450/
00186,19971222.1455/
00189,19971222.1500/
00187,19971222.1505/
00184,19971222.1510/
00182,19971222.1515/
00183,19971222.1520/
00185,19971222.1525/
00188,19971222.1530/
00189,19971222.1535/
00190,19971222.1540/
00190,19971222.1545/
00190,19971222.1550/
00189,19971222.1555/
00189,19971222.1600/
00190,19971222.1605/
00192,19971222.1610/
00193,19971222.1615/
00192,19971222.1620/
00191,19971222.1625/
00190,19971222.1630/
00188,19971222.1635/
00187,19971222.1640/
00186,19971222.1645/
00186,19971222.1650/
00188,19971222.1655/
00189,19971222.1700/
00187,19971222.1705/
00185,19971222.1710/
00184,19971222.1715/
00183,19971222.1720/
00183,19971222.1725/
00183,19971222.1730/
00182,19971222.1735/
00181,19971222.1740/
00180,19971222.1745/
00179,19971222.1750/
00178,19971222.1755/
00177,19971222.1800/
00176,19971222.1805/
00174,19971222.1810/
00172,19971222.1815/
00170,19971222.1820/
00167,19971222.1825/
00165,19971222.1830/
00164,19971222.1835/
00164,19971222.1840/
00163,19971222.1845/
00160,19971222.1850/
00158,19971222.1855/
00155,19971222.1900/
00152,19971222.1905/
00150,19971222.1910/
00149,19971222.1915/
00147,19971222.1920/
00145,19971222.1925/
00144,19971222.1930/
00142,19971222.1935/
00140,19971222.1940/
00138,19971222.1945/
00135,19971222.1950/
00133,19971222.1955/
00132,19971222.2000/
00130,19971222.2005/
00129,19971222.2010/
00128,19971222.2015/
00128,19971222.2020/
00127,19971222.2025/
00127,19971222.2030/
00125,19971222.2035/
00123,19971222.2040/
00121,19971222.2045/
00119,19971222.2050/
00118,19971222.2055/
00117,19971222.2100/
00117,19971222.2105/
00116,19971222.2110/
00116,19971222.2115/
00114,19971222.2120/
00113,19971222.2125/
00112,19971222.2130/
00111,19971222.2135/
00112,19971222.2140/
00112,19971222.2145/
00112,19971222.2150/
00112,19971222.2155/
00112,19971222.2200/
00111,19971222.2205/
00110,19971222.2210/
00110,19971222.2215/
00110,19971222.2220/
00111,19971222.2225/
00112,19971222.2230/
00111,19971222.2235/
00111,19971222.2240/
00110,19971222.2245/
00110,19971222.2250/
00110,19971222.2255/
00111,19971222.2300/
00111,19971222.2305/
00112,19971222.2310/
00113,19971222.2315/
00114,19971222.2320/
00115,19971222.2325/
00116,19971222.2330/
00116,19971222.2335/
00116,19971222.2340/
00116,19971222.2345/
00117,19971222.2350/
00118,19971222.2355/
00120,19971223.0000/
00121,19971223.0005/
00122,19971223.0010/
00123,19971223.0015/
00124,19971223.0020/
00124,19971223.0025/
00125,19971223.0030/
00125,19971223.0035/
00125,19971223.0040/
00126,19971223.0045/
00128,19971223.0050/
00131,19971223.0055/
00134,19971223.0100/
00135,19971223.0105/
00137,19971223.0110/
00139,19971223.0115/
00142,19971223.0120/
00145,19971223.0125/
00148,19971223.0130/
00148,19971223.0135/
00147,19971223.0140/
00147,19971223.0145/
00147,19971223.0150/
00149,19971223.0155/
00150,19971223.0200/
00150,19971223.0205/
00150,19971223.0210/
00150,19971223.0215/
00149,19971223.0220/
00149,19971223.0225/
00150,19971223.0230/
00151,19971223.0235/
00152,19971223.0240/
00153,19971223.0245/
00154,19971223.0250/
00155,19971223.0255/
00156,19971223.0300/
00154,19971223.0305/
00152,19971223.0310/
00151,19971223.0315/
00150,19971223.0320/
00151,19971223.0325/
00152,19971223.0330/
00154,19971223.0335/
00156,19971223.0340/
00158,19971223.0345/
00157,19971223.0350/
00156,19971223.0355/
00156,19971223.0400/
00156,19971223.0405/
00156,19971223.0410/
00157,19971223.0415/
00158,19971223.0420/
00158,19971223.0425/
00158,19971223.0430/
00156,19971223.0435/
00153,19971223.0440/
00151,19971223.0445/
00150,19971223.0450/
00150,19971223.0455/
00151,19971223.0500/
00152,19971223.0505/
00154,19971223.0510/
00155,19971223.0515/
00153,19971223.0520/
00151,19971223.0525/
00150,19971223.0530/
00149,19971223.0535/
00148,19971223.0540/
00148,19971223.0545/
00146,19971223.0550/
00145,19971223.0555/
00145,19971223.0600/
00145,19971223.0605/
00146,19971223.0610/
00147,19971223.0615/
00145,19971223.0620/
00143,19971223.0625/
00141,19971223.0630/
00140,19971223.0635/
00140,19971223.0640/
00140,19971223.0645/
00137,19971223.0650/
00134,19971223.0655/
00131,19971223.0700/
00129,19971223.0705/
00128,19971223.0710/
00127,19971223.0715/
00125,19971223.0720/
00123,19971223.0725/
00121,19971223.0730/
00121,19971223.0735/
00120,19971223.0740/
00120,19971223.0745/
00118,19971223.0750/
00115,19971223.0755/
00113,19971223.0800/
00111,19971223.0805/
00109,19971223.0810/
00108,19971223.0815/
00108,19971223.0820/
00109,19971223.0825/
00109,19971223.0830/
00108,19971223.0835/
00107,19971223.0840/
00105,19971223.0845/
00103,19971223.0850/
00101,19971223.0855/
00100,19971223.0900/
00099,19971223.0905/
00099,19971223.0910/
00099,19971223.0915/
00097,19971223.0920/
00095,19971223.0925/
00094,19971223.0930/
00093,19971223.0935/
00093,19971223.0940/
00093,19971223.0945/
00092,19971223.0950/
00091,19971223.0955/
00090,19971223.1000/
00088,19971223.1005/
00087,19971223.1010/
00086,19971223.1015/
00087,19971223.1020/
00089,19971223.1025/
00091,19971223.1030/
00091,19971223.1035/
00092,19971223.1040/
00092,19971223.1045/
00092,19971223.1050/
00093,19971223.1055/
00093,19971223.1100/
00092,19971223.1105/
00090,19971223.1110/
00090,19971223.1115/
00092,19971223.1120/
00094,19971223.1125/
00097,19971223.1130/
00098,19971223.1135/
00098,19971223.1140/
00099,19971223.1145/
00100,19971223.1150/
00101,19971223.1155/
00102,19971223.1200/
00103,19971223.1205/
00105,19971223.1210/
00106,19971223.1215/
00105,19971223.1220/
00105,19971223.1225/
00106,19971223.1230/
00107,19971223.1235/
00110,19971223.1240/
00113,19971223.1245/
00115,19971223.1250/
00118,19971223.1255/
00120,19971223.1300/
00121,19971223.1305/
00122,19971223.1310/
00123,19971223.1315/
00124,19971223.1320/
00126,19971223.1325/
00129,19971223.1330/
00130,19971223.1335/
00132,19971223.1340/
00135,19971223.1345/
00137,19971223.1350/
00140,19971223.1355/
00143,19971223.1400/
00144,19971223.1405/
00146,19971223.1410/
00148,19971223.1415/
00149,19971223.1420/
00151,19971223.1425/
00153,19971223.1430/
00154,19971223.1435/
00156,19971223.1440/
00158,19971223.1445/
00159,19971223.1450/
00161,19971223.1455/
00163,19971223.1500/
00164,19971223.1505/
00165,19971223.1510/
00166,19971223.1515/
00168,19971223.1520/
00169,19971223.1525/
00171,19971223.1530/
00172,19971223.1535/
00173,19971223.1540/
00174,19971223.1545/
00174,19971223.1550/
00175,19971223.1555/
00175,19971223.1600/
00176,19971223.1605/
00177,19971223.1610/
00178,19971223.1615/
00179,19971223.1620/
00181,19971223.1625/
00182,19971223.1630/
00182,19971223.1635/
00182,19971223.1640/
00182,19971223.1645/
00182,19971223.1650/
00182,19971223.1655/
00183,19971223.1700/
00182,19971223.1705/
00182,19971223.1710/
00182,19971223.1715/
00182,19971223.1720/
00182,19971223.1725/
00182,19971223.1730/
00182,19971223.1735/
00182,19971223.1740/
00182,19971223.1745/
00181,19971223.1750/
00181,19971223.1755/
00181,19971223.1800/
00181,19971223.1805/
00181,19971223.1810/
00181,19971223.1815/
00178,19971223.1820/
00175,19971223.1825/
00173,19971223.1830/
00173,19971223.1835/
00173,19971223.1840/
00173,19971223.1845/
00171,19971223.1850/
00170,19971223.1855/
00168,19971223.1900/
00166,19971223.1905/
00164,19971223.1910/
00163,19971223.1915/
00162,19971223.1920/
00161,19971223.1925/
00161,19971223.1930/
00159,19971223.1935/
00157,19971223.1940/
00155,19971223.1945/
00154,19971223.1950/
00153,19971223.1955/
00152,19971223.2000/
00150,19971223.2005/
00147,19971223.2010/
00145,19971223.2015/
00142,19971223.2020/
00140,19971223.2025/
00139,19971223.2030/
00137,19971223.2035/
00137,19971223.2040/
00136,19971223.2045/
00137,19971223.2050/
00137,19971223.2055/
00136,19971223.2100/
00132,19971223.2105/
00128,19971223.2110/
00124,19971223.2115/
00122,19971223.2120/
00120,19971223.2125/
00120,19971223.2130/
00118,19971223.2135/
00116,19971223.2140/
00115,19971223.2145/
00114,19971223.2150/
00114,19971223.2155/
00114,19971223.2200/
00114,19971223.2205/
00114,19971223.2210/
00113,19971223.2215/
00111,19971223.2220/
00109,19971223.2225/
00107,19971223.2230/
00106,19971223.2235/
00106,19971223.2240/
00107,19971223.2245/
00108,19971223.2250/
00109,19971223.2255/
00110,19971223.2300/
00108,19971223.2305/
00106,19971223.2310/
00105,19971223.2315/
00106,19971223.2320/
00108,19971223.2325/
00109,19971223.2330/
00109,19971223.2335/
00108,19971223.2340/
00108,19971223.2345/
00109,19971223.2350/
00109,19971223.2355/
00110,19971224.0000/
00111,19971224.0005/
00111,19971224.0010/
00111,19971224.0015/
00111,19971224.0020/
00110,19971224.0025/
00110,19971224.0030/
00111,19971224.0035/
00112,19971224.0040/
00113,19971224.0045/
00113,19971224.0050/
00113,19971224.0055/
00114,19971224.0100/
00114,19971224.0105/
00114,19971224.0110/
00115,19971224.0115/
00117,19971224.0120/
00120,19971224.0125/
00123,19971224.0130/
00122,19971224.0135/
00121,19971224.0140/
00120,19971224.0145/
00121,19971224.0150/
00122,19971224.0155/
00125,19971224.0200/
00126,19971224.0205/
00128,19971224.0210/
00130,19971224.0215/
00130,19971224.0220/
00131,19971224.0225/
00132,19971224.0230/
00132,19971224.0235/
00133,19971224.0240/
00134,19971224.0245/
00133,19971224.0250/
00132,19971224.0255/
00132,19971224.0300/
00134,19971224.0305/
00137,19971224.0310/
00139,19971224.0315/
00140,19971224.0320/
00141,19971224.0325/
00142,19971224.0330/
00141,19971224.0335/
00141,19971224.0340/
00141,19971224.0345/
00141,19971224.0350/
00141,19971224.0355/
00142,19971224.0400/
00142,19971224.0405/
00143,19971224.0410/
00145,19971224.0415/
00146,19971224.0420/
00147,19971224.0425/
00148,19971224.0430/
00147,19971224.0435/
00146,19971224.0440/
00145,19971224.0445/
00144,19971224.0450/
00144,19971224.0455/
00145,19971224.0500/
00145,19971224.0505/
00146,19971224.0510/
00147,19971224.0515/
00147,19971224.0520/
00147,19971224.0525/
00147,19971224.0530/
00147,19971224.0535/
00147,19971224.0540/
00147,19971224.0545/
00147,19971224.0550/
00147,19971224.0555/
00147,19971224.0600/
00146,19971224.0605/
00145,19971224.0610/
00144,19971224.0615/
00143,19971224.0620/
00142,19971224.0625/
00142,19971224.0630/
00140,19971224.0635/
00139,19971224.0640/
00138,19971224.0645/
00136,19971224.0650/
00135,19971224.0655/
00134,19971224.0700/
00133,19971224.0705/
00133,19971224.0710/
00133,19971224.0715/
00133,19971224.0720/
00134,19971224.0725/
00134,19971224.0730/
00132,19971224.0735/
00131,19971224.0740/
00129,19971224.0745/
00128,19971224.0750/
00127,19971224.0755/
00127,19971224.0800/
00125,19971224.0805/
00124,19971224.0810/
00123,19971224.0815/
00122,19971224.0820/
00122,19971224.0825/
00122,19971224.0830/
00122,19971224.0835/
00122,19971224.0840/
00122,19971224.0845/
00121,19971224.0850/
00119,19971224.0855/
00118,19971224.0900/
00117,19971224.0905/
00116,19971224.0910/
00115,19971224.0915/
00114,19971224.0920/
00113,19971224.0925/
00113,19971224.0930/
00113,19971224.0935/
00113,19971224.0940/
00113,19971224.0945/
00112,19971224.0950/
00111,19971224.0955/
00110,19971224.1000/
00108,19971224.1005/
00107,19971224.1010/
00106,19971224.1015/
00106,19971224.1020/
00107,19971224.1025/
00108,19971224.1030/
00108,19971224.1035/
00108,19971224.1040/
00108,19971224.1045/
00107,19971224.1050/
00107,19971224.1055/
00107,19971224.1100/
00107,19971224.1105/
00107,19971224.1110/
00107,19971224.1115/
00107,19971224.1120/
00108,19971224.1125/
00108,19971224.1130/
00109,19971224.1135/
00109,19971224.1140/
00110,19971224.1145/
00110,19971224.1150/
00110,19971224.1155/
00110,19971224.1200/
00110,19971224.1205/
00111,19971224.1210/
00112,19971224.1215/
00113,19971224.1220/
00114,19971224.1225/
00115,19971224.1230/
00116,19971224.1235/
00116,19971224.1240/
00117,19971224.1245/
00118,19971224.1250/
00118,19971224.1255/
00119,19971224.1300/
00120,19971224.1305/
00122,19971224.1310/
00123,19971224.1315/
00125,19971224.1320/
00126,19971224.1325/
00128,19971224.1330/
00128,19971224.1335/
00129,19971224.1340/
00130,19971224.1345/
00130,19971224.1350/
00131,19971224.1355/
00133,19971224.1400/
00134,19971224.1405/
00135,19971224.1410/
00137,19971224.1415/
